support_policy,task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,test_support_known_fraction,test_support_missing_mod_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
fallback_mod16,tiny_text_fact_qa,313,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,317,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.485207, 'perplexity': 4.41588, 'top1_accuracy': 0.5, 'mrr': 0.583333, 'mean_target_probability': 0.525641, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.485207,4.41588,0.5,0.583333,0.525641,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,317,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.016849, 'perplexity': 1.016992, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.983431, 'mean_top1_confidence': 0.983431, 'expected_calibration_error': 0.016569}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.016849,1.016992,1.0,1.0,0.983431,0.983431,0.016569,5e-06,1.000005,1.0,1.0,0.999995,0.999995,5e-06
fallback_mod16,tiny_text_fact_qa,317,alibi,alibi,4,2,4,1.0,0,1.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.434317, 'perplexity': 4.196776, 'top1_accuracy': 0.5, 'mrr': 0.625, 'mean_target_probability': 0.528388, 'mean_top1_confidence': 0.534372, 'expected_calibration_error': 0.034372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.434317,4.196776,0.5,0.625,0.528388,0.534372,0.034372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,317,rope_relative,rope,4,2,4,1.0,0,12.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.574422, 'perplexity': 1.776103, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.658502, 'mean_top1_confidence': 0.658502, 'expected_calibration_error': 0.341498}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.574422,1.776103,1.0,1.0,0.658502,0.658502,0.341498,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.732505, 'perplexity': 2.080285, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.601879, 'mean_top1_confidence': 0.601879, 'expected_calibration_error': 0.398121}",0.024543,1.024846,1.0,1.0,0.975756,0.975756,0.024244,0.732505,2.080285,1.0,1.0,0.601879,0.601879,0.398121,0.054379,1.055885,1.0,1.0,0.947089,0.947089,0.052911
fallback_mod16,tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.637055, 'perplexity': 1.890904, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.631433, 'mean_top1_confidence': 0.631433, 'expected_calibration_error': 0.368567}",0.017264,1.017414,1.0,1.0,0.982885,0.982885,0.017115,0.637055,1.890904,1.0,1.0,0.631433,0.631433,0.368567,0.034498,1.0351,1.0,1.0,0.966101,0.966101,0.033899
strict_known_only,tiny_text_fact_qa,317,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.485207, 'perplexity': 4.41588, 'top1_accuracy': 0.5, 'mrr': 0.583333, 'mean_target_probability': 0.525641, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.485207,4.41588,0.5,0.583333,0.525641,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,317,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.016849, 'perplexity': 1.016992, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.983431, 'mean_top1_confidence': 0.983431, 'expected_calibration_error': 0.016569}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.016849,1.016992,1.0,1.0,0.983431,0.983431,0.016569,5e-06,1.000005,1.0,1.0,0.999995,0.999995,5e-06
strict_known_only,tiny_text_fact_qa,317,alibi,alibi,4,2,4,1.0,0,1.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.434317, 'perplexity': 4.196776, 'top1_accuracy': 0.5, 'mrr': 0.625, 'mean_target_probability': 0.528388, 'mean_top1_confidence': 0.534372, 'expected_calibration_error': 0.034372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.434317,4.196776,0.5,0.625,0.528388,0.534372,0.034372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,317,rope_relative,rope,4,2,4,1.0,0,12.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.574422, 'perplexity': 1.776103, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.658502, 'mean_top1_confidence': 0.658502, 'expected_calibration_error': 0.341498}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.574422,1.776103,1.0,1.0,0.658502,0.658502,0.341498,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.732505, 'perplexity': 2.080285, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.601879, 'mean_top1_confidence': 0.601879, 'expected_calibration_error': 0.398121}",0.024543,1.024846,1.0,1.0,0.975756,0.975756,0.024244,0.732505,2.080285,1.0,1.0,0.601879,0.601879,0.398121,0.054379,1.055885,1.0,1.0,0.947089,0.947089,0.052911
strict_known_only,tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.637055, 'perplexity': 1.890904, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.631433, 'mean_top1_confidence': 0.631433, 'expected_calibration_error': 0.368567}",0.017264,1.017414,1.0,1.0,0.982885,0.982885,0.017115,0.637055,1.890904,1.0,1.0,0.631433,0.631433,0.368567,0.034498,1.0351,1.0,1.0,0.966101,0.966101,0.033899
fallback_mod16,tiny_text_fact_qa,331,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.831781, 'perplexity': 6.244998, 'top1_accuracy': 0.5, 'mrr': 0.517857, 'mean_target_probability': 0.512821, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.831781,6.244998,0.5,0.517857,0.512821,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,331,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.024302, 'perplexity': 1.024599, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.97628, 'mean_top1_confidence': 0.97628, 'expected_calibration_error': 0.02372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.024302,1.024599,1.0,1.0,0.97628,0.97628,0.02372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,331,alibi,alibi,4,2,4,1.0,0,0.5,24.0,0.0,"{'row_count': 2.0, 'loss': 1.913898, 'perplexity': 6.779464, 'top1_accuracy': 0.5, 'mrr': 0.518519, 'mean_target_probability': 0.510879, 'mean_top1_confidence': 0.528906, 'expected_calibration_error': 0.028906}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.913898,6.779464,0.5,0.518519,0.510879,0.528906,0.028906,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,331,rope_relative,rope,4,2,4,1.0,0,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.587243, 'perplexity': 1.799021, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.654489, 'mean_top1_confidence': 0.654489, 'expected_calibration_error': 0.345511}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.587243,1.799021,1.0,1.0,0.654489,0.654489,0.345511,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 10.517338, 'perplexity': 36950.621279, 'top1_accuracy': 0.5, 'mrr': 0.522727, 'mean_target_probability': 0.482035, 'mean_top1_confidence': 0.571919, 'expected_calibration_error': 0.107849}",0.025331,1.025655,1.0,1.0,0.975014,0.975014,0.024986,10.517338,36950.621279,0.5,0.522727,0.482035,0.571919,0.107849,0.052243,1.053631,1.0,1.0,0.949134,0.949134,0.050866
fallback_mod16,tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,4.0,24.0,0.0,"{'row_count': 2.0, 'loss': 5.59533, 'perplexity': 269.166384, 'top1_accuracy': 0.5, 'mrr': 0.52381, 'mean_target_probability': 0.500006, 'mean_top1_confidence': 0.593385, 'expected_calibration_error': 0.093387}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,5.59533,269.166384,0.5,0.52381,0.500006,0.593385,0.093387,3e-06,1.000003,1.0,1.0,0.999997,0.999997,3e-06
strict_known_only,tiny_text_fact_qa,331,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.831781, 'perplexity': 6.244998, 'top1_accuracy': 0.5, 'mrr': 0.517857, 'mean_target_probability': 0.512821, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.831781,6.244998,0.5,0.517857,0.512821,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,331,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.024302, 'perplexity': 1.024599, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.97628, 'mean_top1_confidence': 0.97628, 'expected_calibration_error': 0.02372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.024302,1.024599,1.0,1.0,0.97628,0.97628,0.02372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,331,alibi,alibi,4,2,4,1.0,0,0.5,24.0,0.0,"{'row_count': 2.0, 'loss': 1.913898, 'perplexity': 6.779464, 'top1_accuracy': 0.5, 'mrr': 0.518519, 'mean_target_probability': 0.510879, 'mean_top1_confidence': 0.528906, 'expected_calibration_error': 0.028906}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.913898,6.779464,0.5,0.518519,0.510879,0.528906,0.028906,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,331,rope_relative,rope,4,2,4,1.0,0,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.587243, 'perplexity': 1.799021, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.654489, 'mean_top1_confidence': 0.654489, 'expected_calibration_error': 0.345511}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.587243,1.799021,1.0,1.0,0.654489,0.654489,0.345511,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 10.517338, 'perplexity': 36950.621279, 'top1_accuracy': 0.5, 'mrr': 0.522727, 'mean_target_probability': 0.482035, 'mean_top1_confidence': 0.571919, 'expected_calibration_error': 0.107849}",0.025331,1.025655,1.0,1.0,0.975014,0.975014,0.024986,10.517338,36950.621279,0.5,0.522727,0.482035,0.571919,0.107849,0.052243,1.053631,1.0,1.0,0.949134,0.949134,0.050866
strict_known_only,tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,4.0,24.0,0.0,"{'row_count': 2.0, 'loss': 5.59533, 'perplexity': 269.166384, 'top1_accuracy': 0.5, 'mrr': 0.52381, 'mean_target_probability': 0.500006, 'mean_top1_confidence': 0.593385, 'expected_calibration_error': 0.093387}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,5.59533,269.166384,0.5,0.52381,0.500006,0.593385,0.093387,3e-06,1.000003,1.0,1.0,0.999997,0.999997,3e-06
